"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"hsa05220","hsa05220","Chronic myeloid leukemia",75,0.64936463704396,2.34984705613843,0.00224215246636771,0.00432962909510752,0.00109380103455348,9411,"tags=30%, list=22%, signal=23%","SHC4/SHC4/CDKN2A/CDK6/CDKN2A/E2F3/MYC/E2F1/E2F3/BAK1/CDK6/CBL/CDK4/NFKBIA/CDK6/RELA/BCR/PIK3CD/TGFB2/E2F1/HDAC2/MAP2K2/MAPK1/AKT3/TP53/CBL/MAPK1/SOS1/TP53/CRK/PTPN11/CBL/NRAS/BCR/E2F2/BCR/CDK6/RAF1/AKT2/HRAS/ABL1/TGFB2/NFKBIA/SHC3/AKT2/SOS1/CDK6/CTBP1/SOS1/PIK3CA/MAPK1/SMAD4/STAT5B/RELA/CBL/MAPK1/E2F2/AKT2/TGFB2/CDK6/HDAC2/CRKL/TGFBR2/SHC1/AKT2/PIK3R2"
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy (ARVC)",75,0.452633130855037,1.63793740738984,0.00224215246636771,0.00432962909510752,0.00109380103455348,4524,"tags=16%, list=11%, signal=14%","DSC2/TCF7L1/ITGB8/TCF7L2/ITGB8/DSC2/DSC2/ITGB8/DSC2/LMNA/ITGA6/DSG2/LMNA/DMD/ITGB4/ACTB/ITGA6/DMD/LMNA/CACNB3/ITGA5/ACTB/LMNA/ITGB8/TCF7L2/ACTB/ACTN2/TCF7L2/ATP2A2/ITGA9/TCF7/TCF7L2/TCF7L2/DSG2"
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor",92,0.490651261222516,1.85011835226203,0.00224719101123596,0.00432962909510752,0.00109380103455348,1836,"tags=10%, list=4%, signal=10%","ACKR3/CCL28/IL20/TNFSF10/CXCL12/IL6ST/CXCL14/CXCL14/IL6ST/TNFSF10/IL6ST/IL6ST/CX3CR1/IL20RA"
"hsa04657","hsa04657","IL-17 signaling pathway",92,0.624930339270737,2.35644984726898,0.00224719101123596,0.00432962909510752,0.00109380103455348,8420,"tags=32%, list=20%, signal=26%","CXCL1/CXCL5/MMP9/LCN2/CEBPB/CCL7/MMP1/CXCL10/MAPK14/MUC5B/TRAF2/PTGS2/NFKBIA/IL17RB/RELA/ELAVL1/TNFAIP3/IFNG/S100A8/MAPK1/HSP90AB1/MAPK13/MAPK1/ANAPC5/TRAF3IP2/TNFAIP3/CXCL8/CCL20/FOSL1/ELAVL1/CXCL3/TRAF4/SRSF1/TRAF3/IL17RB/MAPK7/MAP3K7/IL17RB/TRAF3/MUC5B/IL17C/CSF2/IL17RA/ANAPC5/S100A9/MAPK12/GSK3B/MAPK13/IL17RC/CCL2/NFKBIA/MAPK8/TRADD/CCL17/HSP90B1/TNF/MAPK1/HSP90AA1/MAPK7/RELA/HSP90B1/ELAVL1/MAP3K7/TRAF4/MAPK14/MAPK1"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",87,0.559843041384302,2.08560361183119,0.00224719101123596,0.00432962909510752,0.00109380103455348,7158,"tags=27%, list=17%, signal=22%","MYO10/SPHK1/LYN/LYN/MYO10/ARPC1B/DNM2/WASF1/CFL1/MARCKS/MYO10/PLA2G4A/PRKCA/PIK3CD/LYN/PIP5K1A/MARCKSL1/PLD1/MAPK1/AKT3/RAC1/BIN1/ASAP3/WASF2/DNM2/MAPK1/LIMK2/VASP/RAC1/ARPC1A/CRK/MYO10/MYO10/LIMK2/ARPC5L/ASAP3/ARPC5L/RPS6KB2/ARPC5L/RAF1/AKT2/PLD1/ARPC4/CFL1/ASAP1/ARPC2/PLPP2/WASF2/ARPC5/ASAP1/PLD1/AKT2/ARPC5/LIMK2/MARCKS/ASAP1/HCK/BIN1/PIK3CA/WAS/MAPK1"
"hsa04727","hsa04727","GABAergic synapse",87,0.47632759001506,1.77448046812163,0.00224719101123596,0.00432962909510752,0.00109380103455348,5235,"tags=14%, list=12%, signal=12%","CACNA1C/SLC6A13/NSF/PRKACB/NSF/GNG12/PRKACB/ADCY9/GABRB3/GNG2/CACNA1C/GABRB2/GNG11/PRKACB/GNG11/GNAI3/GABRB2/PLCL1/TRAK2/GLUL/SLC38A1/CACNA1D/SLC38A1/ADCY1/PLCL1/CACNA1D/CACNA1D/ABAT/ABAT"
"hsa04912","hsa04912","GnRH signaling pathway",87,0.53977147678154,2.01083028335127,0.00224719101123596,0.00432962909510752,0.00109380103455348,9394,"tags=27%, list=22%, signal=21%","EGFR/CALML5/EGFR/GNAS/ADCY3/CALML4/ELK1/MAPK14/EGFR/PLA2G4A/PRKCA/GNAS/GNAS/GNAS/MMP14/PLD1/MAP2K2/ELK1/MAPK1/MAPK13/MAPK1/SOS1/GNAS/GNA11/ITPR3/GNAS/PLCB3/GNAS/GNAS/MAP2K6/GNAS/NRAS/GNRH2/PTK2B/MAPK7/ITPR2/ITPR3/PLCB4/ATF4/RAF1/PLD1/GNRH1/MAPK12/CALML4/PLCB2/HRAS/MAPK13/GNA11/PLD1/MAP3K3/GNRH1/MAPK8/SOS1/SOS1/FSHB/MAPK1/MAPK7/HBEGF/MAP3K4/PLCB2/MAPK14/MAPK1/MAP2K7/EGFR/ADCY1/CAMK2A/MAP2K7/ADCY3/GNA11/MAP2K4/PLD1/PLCB4/EGFR/PRKCA"
"hsa04914","hsa04914","Progesterone-mediated oocyte maturation",87,0.596035078826351,2.22043112316727,0.00224719101123596,0.00432962909510752,0.00109380103455348,5590,"tags=21%, list=13%, signal=18%","BUB1/CCNB2/CCNA2/MAD2L1/AURKA/CCNB1/CDC25A/CDK1/CDK2/CDC25C/ADCY3/CDC25B/CCNA2/AURKA/CDK1/MAPK14/CCNB1/PLK1/PIK3CD/MAD2L1/BUB1/MAD2L2/CDK1/MAD2L1/MAPK1/AKT3/HSP90AB1/MAPK13/SPDYE2/MAPK1/CCNA1/CDK2/ANAPC5/KIF22/STK10/RPS6KA1/CDC27/GNAI2/PKMYT1/FZR1/MAD1L1/RAF1/AKT2/PDE3B/ANAPC5/MAPK12/CDC25A/CDC25A"
"hsa04921","hsa04921","Oxytocin signaling pathway",146,0.464313651914015,1.88020634705682,0.00224719101123596,0.00432962909510752,0.00109380103455348,6539,"tags=16%, list=16%, signal=14%","PRKCB/PRKAA2/GUCY1A2/PLCB1/MYLK/JUN/CACNB4/PRKAA1/NFATC2/PRKAA2/PPP3CA/MEF2C/CACNA1C/PRKAA2/CALM1/GNAQ/PRKACB/CACNG7/PIK3R5/PRKACB/ITPR1/ADCY9/PLA2G4C/PIK3CG/CACNA1C/ITPR2/CACNA2D3/FOS/CACNA2D4/PPP3CB/CAMK1G/CACNG4/PRKAB1/JUN/GUCY1A2/PPP3CA/PPP3CB/GNAQ/PRKACB/PIK3R5/GNAI3/CACNA2D2/KCNJ3/KCNJ5/GUCY1A2/PRKAA2/CACNA1D/GUCY1A2/GNAQ/OXTR/JUN/NFATC4/CACNG4/ADCY1/ITPR1/ITPR1/CCND1/CACNA2D1/CACNA1D/CACNA1D/ITPR1/GUCY1A2/KCNJ3"
"hsa04971","hsa04971","Gastric acid secretion",73,0.471774682053321,1.69899284273512,0.00224719101123596,0.00432962909510752,0.00109380103455348,5641,"tags=17%, list=13%, signal=15%","CHRM3/CALML5/CHRM3/GNAS/CHRM3/ADCY3/CALML4/SLC4A2/PRKCA/ACTB/GNAS/GNAS/GNAS/CHRM3/ATP1A1/GNAS/ACTB/ITPR3/GNAS/ATP1B3/ACTB/PLCB3/GNAS/GNAS/GNAS/GNAI2/ITPR2/MYLK4/ITPR3/PLCB4/KCNJ10/SLC9A1/CCKBR/CALML4/PLCB2"
"hsa04974","hsa04974","Protein digestion and absorption",87,0.452988093029883,1.68753299246802,0.00224719101123596,0.00432962909510752,0.00109380103455348,6110,"tags=17%, list=15%, signal=15%","SLC8A1/COL5A2/SLC15A1/COL6A3/COL12A1/CPB2/COL7A1/DPP4/COL3A1/ATP1B1/FXYD2/SLC8A3/COL12A1/DPP4/COL10A1/ATP1A4/COL15A1/COL11A1/SLC7A8/SLC8A1/MME/COL4A6/COL24A1/COL4A5/SLC7A8/SLC7A8/SLC1A1/COL10A1/ATP1A2/CPA3/COL14A1/SLC7A8/CPB1"
"hsa05132","hsa05132","Salmonella infection",73,0.637214099080695,2.29478654707809,0.00224719101123596,0.00432962909510752,0.00109380103455348,8490,"tags=33%, list=20%, signal=26%","CXCL1/PFN1/PFN2/ARPC1B/WASF1/MAPK14/RHOG/FLNA/RELA/FLNA/ACTB/FLNA/IFNG/RAB7B/DYNC1H1/MAPK1/RAC1/WASF2/MAPK13/PLEKHM2/MAPK1/PKN1/ACTB/DYNC1I1/RAC1/CXCL8/MYD88/ARPC1A/ACTB/CXCL3/IL18/ARPC5L/ARPC5L/ARPC5L/KLC3/CSF2/ARPC4/DYNC1H1/IFNGR1/ARPC2/WASF2/MAPK12/DYNC1LI1/DYNC1H1/ARPC5/WASL/MAPK13/MAPK8/ARPC5/DYNC1LI2/MAPK1/FLNB/RELA/ARPC2/IL1A/ARPC2/MAPK14/MAPK1/NOS2"
"hsa05222","hsa05222","Small cell lung cancer",92,0.649226186113478,2.44806316956128,0.00224719101123596,0.00432962909510752,0.00109380103455348,5429,"tags=21%, list=13%, signal=18%","CDK6/E2F3/SKP2/MYC/CCNE1/E2F1/CKS1B/COL4A4/E2F3/CDK2/BAK1/CCNE2/ITGA6/COL4A2/FN1/CKS2/CDK6/CDK4/TRAF2/PTK2/PTGS2/NFKBIA/CDK6/SKP2/RELA/LAMC2/PIK3CD/RXRB/E2F1/PTK2/AKT3/LAMB3/TP53/ITGA6/CDK2/BIRC3/COL4A1/TP53/ZBTB17/TRAF4/E2F2/TRAF3/TRAF3/CDK6/AKT2/BIRC3/CYCS/RARB/COL4A3/LAMA1/LAMA3/CDKN2B"
"hsa04066","hsa04066","HIF-1 signaling pathway",107,0.527481555285751,2.02370136801121,0.00225225225225225,0.00432962909510752,0.00109380103455348,3785,"tags=17%, list=9%, signal=15%","EGFR/PFKP/LDHB/EGFR/VEGFA/LDHB/EIF4EBP1/PDK1/ENO1/GAPDH/GAPDH/GAPDH/PDHA1/GAPDH/EGFR/GAPDH/EGLN1/RELA/GAPDH/EGLN1/PRKCA/PIK3CD/IFNG/STAT3/TIMP1/RPS6/MAP2K2/ENO1/PGK1/PDHA1/MAPK1/RPS6/AKT3/VEGFA/EDN1/MAPK1/LTBR/IL6R/RPS6/PFKL/PGK1/EDN1/ANGPT1/CYBB/TF/LTBR/EIF4E2/PDK1/PGK1/STAT3/PGK1"
"hsa04625","hsa04625","C-type lectin receptor signaling pathway",100,0.480212941838267,1.83179899359226,0.00225225225225225,0.00432962909510752,0.00109380103455348,9803,"tags=25%, list=23%, signal=19%","CALML5/RRAS2/PLK3/RELB/CALML4/RRAS2/MRAS/MAPK14/PTGS2/NFKBIA/RELA/PIK3CD/STAT1/NFKB2/STAT1/MAPK1/AKT3/KSR1/MAPK13/MAPK1/CLEC4E/MALT1/KSR1/ITPR3/MALT1/MRAS/NFATC1/PTPN11/NRAS/ITPR2/ITPR3/RAF1/AKT2/NFATC3/RRAS2/MAPK12/CALML4/HRAS/STAT1/MAPK13/STAT1/NFKBIA/MAPKAPK2/CLEC7A/STAT1/MAPKAPK2/AKT2/MAPK8/NFKB2/CCL17/PIK3CA/TNF/MAPK1/SYK/FCER1G/RELA/CYLD/PLCG2/MAPK14/MAPK1/PPP3CC/AKT2/STAT2/IRF1/MAPKAPK2/IL23A/AKT2/PIK3R2/IKBKE/SYK/MAPK14/PTGS2/NFATC1"
"hsa04660","hsa04660","T cell receptor signaling pathway",102,0.527154376478796,2.0131518665374,0.00225225225225225,0.00432962909510752,0.00109380103455348,10080,"tags=28%, list=24%, signal=21%","CDK4/MAPK14/NFKBIA/RELA/PAK2/PIK3CD/PAK2/IFNG/MAP2K2/NCK1/CTLA4/MAPK1/AKT3/MAPK13/FYN/MAPK1/NCK2/NFKBIE/LCK/MALT1/SOS1/NFKBIB/MALT1/CD8B/NFATC1/CD3G/PAK6/NRAS/FYN/PAK3/MAP3K7/ITK/CD247/RAF1/CSF2/AKT2/NFATC3/PDPK1/CARD11/MAPK12/CD3D/GSK3B/HRAS/MAPK13/PAK6/NFKBIA/PAK3/AKT2/MAPK8/SOS1/GRAP2/NCK1/SOS1/PIK3CA/TNF/DLG1/MAPK1/ICOS/CD8A/RELA/MAP3K7/MAPK14/MAPK1/MAP2K7/PPP3CC/AKT2/MAP2K7/PDCD1/LCK/CTLA4/AKT2/PIK3R2/MAPK14/NFATC1/MAP3K7/CD40LG/NFKBIB/PIK3CD"
"hsa01200","hsa01200","Carbon metabolism",113,0.519810561081186,2.01268970754343,0.00225733634311512,0.00432962909510752,0.00109380103455348,7699,"tags=30%, list=18%, signal=25%","PSAT1/PHGDH/PFKP/TPI1/TPI1/SHMT2/ME2/ENO1/GAPDH/GAPDH/GAPDH/SHMT2/RPIA/PDHA1/TKT/SHMT2/GAPDH/IDH2/GAPDH/ME2/TKT/ME1/GAPDH/PKM/PKM/GPI/ENO1/MDH2/PGLS/PGK1/PDHA1/GPT2/GOT1/HADHA/ACAT2/PGP/PFKL/PGK1/PSAT1/DLAT/G6PD/PGK1/PGK1/H6PD/ACO2/TALDO1/PGD/PRPS2/IDH2/RPE/HK2/ME2/PKLR/DLAT/PGLS/PFKL/TKT/H6PD/ACSS1/PGLS/GLDC/SDHB/PGK2/CS/FH/PRPS1/PGD/SDHD/OGDHL/ADPGK/ESD/ME1/PRPS1/SDHC/SDHC/SDHC"
"hsa03010","hsa03010","Ribosome",113,0.565789887931518,2.1907201764107,0.00225733634311512,0.00432962909510752,0.00109380103455348,10397,"tags=45%, list=25%, signal=34%","MRPL12/MRPL15/RPS7/MRPL16/MRPL4/RPL36/MRPL9/MRPS5/MRPS15/RPS10/MRPS5/MRPL14/RPS10/MRPL11/RPS6/MRPL4/MRPL9/MRPL2/RPS6/MRPS12/MRPS5/MRPS12/RPS24/RPS16/RPS6/MRPS10/RPS19/MRPS9/RPLP0/RPL8/RPLP0/MRPL2/MRPL23/MRPS15/MRPL13/RPS16/RPS21/RPS19/FAU/RPS18/RPL35A/RPL15/MRPL35/MRPL21/RPL3/MRPL34/MRPS10/RPL24/RPS24/MRPS2/MRPL12/RPS25/MRPS18A/MRPL19/MRPS12/RPS10/MRPL4/RPL31/MRPS21/RPS12/MRPL18/RPL22/RPL18/RPS16/RPL38/RPS9/RPS10/MRPL17/RPS15/RPLP0/RPL18/RPL35/MRPS11/RPS16/RPS19/RPL6/RPLP0/RPLP0/RPS6/MRPS17/RPL37A/RPL18/RPL30/MRPS18A/RPS15A/MRPL1/RPLP1/RPL12/MRPS5/RPS3/MRPS7/RPL34/RPS17/MRPS11/RPS7/RPL35A/RPS28"
"hsa05214","hsa05214","Glioma",74,0.62858652888465,2.26500980168105,0.00225733634311512,0.00432962909510752,0.00109380103455348,3030,"tags=13%, list=7%, signal=12%","SHC4/SHC4/CDKN2A/CDK6/CDKN2A/EGFR/E2F3/CALML5/EGFR/E2F1/E2F3/BAK1/TGFA/CALML4/CDK6/CDK4/EGFR/CDK6/PRKCA/PIK3CD/E2F1/PDGFRA/MAP2K2/MAPK1/AKT3/TP53/MAPK1/SOS1/CAMK1D"
"hsa03013","hsa03013","RNA transport",143,0.62834673816766,2.53509163405209,0.00226244343891403,0.00432962909510752,0.00109380103455348,8308,"tags=32%, list=20%, signal=26%","ALYREF/TPR/ALYREF/TRNT1/RAN/EIF4EBP1/NUP205/EIF3B/XPO5/GEMIN4/TACC3/NUP93/POP1/ELAC1/SRRM1/NUP85/EIF3B/EIF3B/RPP38/EIF3B/SEC13/FXR1/NUP62/POP7/RANGAP1/RPP25/GEMIN4/SUMO4/NUP88/NUP50/NUP62/PABPC4L/NUP155/PABPC4/NUP160/RPP25/NUP50/EIF3E/THOC5/XPO5/MAGOHB/TGS1/NUP153/RPP40/NUP210/XPO5/SUMO3/EIF5B/NUP210/EIF4G1/NUP210/EIF4EBP2/NCBP2/PABPC1/EIF4E2/RAE1/NCBP1/NUP98/EIF3A/EIF3B/RANBP2/TPR/EIF3E/UPF3B/PRMT5/PAIP1/EIF3F/UPF3A/GEMIN7/SEH1L/NUP153/EIF3D/EIF4A3/EIF5/ELAC2/PYM1/NUP210/SENP2/PNN/RPP30/NUP58/THOC2/NDC1/GEMIN2/RNPS1/EIF4G1/MAGOHB/EIF4E2/NUP214/TPR/NUP188/NXT1/XPOT/RBM8A/CLNS1A/EIF3I/PABPC1L/EIF4E2/NUP153/NUP50/PNN/NUP42/SEH1L/UPF1/CYFIP2/PAIP1/RANGAP1/ACIN1/EIF5B/CLNS1A/THOC6"
"hsa04140","hsa04140","Autophagy - animal",136,0.489052571297299,1.95569524994011,0.00226244343891403,0.00432962909510752,0.00109380103455348,6577,"tags=20%, list=16%, signal=17%","RUBCN/RRAGB/TBK1/PRKAA2/TSC1/IGF1R/MAP3K7/BECN1/RAB39B/PPP2CA/RAB7A/SH3GLB1/PRKAA1/MAPK9/BNIP3/PIK3CA/PPP2CB/ATG4C/PDPK1/ATG4A/ERN1/PRKAA2/TANK/MAPK10/WIPI2/EIF2AK4/PRKAA2/ATG3/PRKACB/ATG12/LAMP2/PRKACB/PTEN/ITPR1/VMP1/VMP1/PTEN/MAPK10/ATG10/PIK3CA/PPP2CA/RAB1A/IRS1/MAPK9/ULK2/ATG2B/STX17/PRKACB/MAPK10/PDPK1/PTEN/BCL2/RAB33B/RB1CC1/WIPI1/STX17/SNAP29/PIK3R1/PDPK1/PIK3R1/PRKAA2/RAB39B/ATG5/RPS6KB1/DEPTOR/IGF1R/LAMP2/BCL2/ITPR1/ITPR1/PIK3C3/IRS1/PIK3C3/IRS1/ATG12/IGF1R/ITPR1"
"hsa05224","hsa05224","Breast cancer",143,0.565901450390466,2.28315346518123,0.00226244343891403,0.00432962909510752,0.00109380103455348,7508,"tags=21%, list=18%, signal=17%","SHC4/SHC4/FZD9/CDK6/EGFR/TCF7L1/E2F3/TCF7L2/EGFR/MYC/FZD7/E2F1/E2F3/BAK1/NOTCH1/KIT/WNT5B/CDK6/NOTCH3/FGF9/FZD7/CDK4/EGFR/FRAT2/CDK6/WNT11/PIK3CD/E2F1/NFKB2/HEY2/DVL3/LRP6/MAP2K2/MAPK1/AKT3/TP53/MAPK1/SOS1/TCF7L2/DLL3/TP53/TCF7L2/NRAS/TCF7/E2F2/TCF7L2/WNT10A/TCF7L2/RPS6KB2/LRP6/DLL3/FLT4/CDK6/DVL2/RAF1/AKT2/AXIN1/JAG1/HES5/GSK3B/HRAS/TCF7/FZD5/SHC3/BRCA2/DVL2/AKT2/SOS1/NFKB2/JAG2/CDK6/WNT6/SOS1/PIK3CA/FGFR1/MAPK1/AXIN2/WNT10B/NOTCH3/DVL1/JAG2"
"hsa00190","hsa00190","Oxidative phosphorylation",120,0.447670020882656,1.75097202596358,0.00226757369614512,0.00432962909510752,0.00109380103455348,12049,"tags=36%, list=29%, signal=26%","ATP6V1C2/CYC1/UQCRC1/UQCRFS1/ATP5MC3/NDUFA9/ATP6V0A2/NDUFB9/NDUFB11/NDUFV1/COX2/NDUFA4L2/COX2/ATP5F1C/PPA1/NDUFA11/ATP5MC3/NDUFA11/ATP6V1B1/ATP5F1D/NDUFS3/ATP6V0A2/ATP6V1C2/ATP6V1F/ATP5MG/NDUFS7/ATP6V1E2/COX4I2/SDHB/NDUFB7/TCIRG1/ATP5F1C/ND2/ATP4B/SDHD/NDUFB8/ND4/ATP5MG/ATP5PO/COX4I1/SDHC/SDHC/ATP5ME/ATP6V0C/SDHC/NDUFS2/ATP5F1C/NDUFB7/COX5B/ATP5MG/ATP5F1B/COX5B/SDHC/ATP5F1A/NDUFV3/NDUFA6/ATP4B/COX5B/ATP6V0A2/ATP5PD/NDUFB2/ATP6V0A1/SDHA/COX7B2/ATP5F1C/COX6B1/ATP6V0C/NDUFV1/COX10/ATP12A/ATP5PB/ND4/ATP6V0A1/ATP6V0B/NDUFS7/NDUFA13/NDUFB2/COX8A/NDUFB8/NDUFV2/UQCR11/PPA2/COX11"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",120,0.517243558420285,2.02309504580646,0.00226757369614512,0.00432962909510752,0.00109380103455348,9601,"tags=28%, list=23%, signal=22%","SHC4/SHC4/ULBP2/GZMB/HLA-G/HLA-E/HLA-G/ICAM1/SH3BP2/HLA-B/ICAM1/PRKCA/PIK3CD/HLA-B/IFNG/HLA-A/MAP2K2/HLA-A/MAPK1/RAC1/TNFRSF10A/FYN/MAPK1/LCK/SOS1/HLA-E/RAC1/HCST/HLA-B/ITGB2/KLRD1/HLA-C/NFATC1/HLA-C/PTPN11/NRAS/PTK2B/IFNA10/FYN/IFNAR2/ITGAL/CD247/HLA-C/RAF1/HLA-C/CSF2/IFNGR1/SH3BP2/BID/IFNAR2/NCR2/HRAS/FASLG/SHC3/SOS1/SOS1/PIK3CA/TNF/MAPK1/ITGB2/HLA-E/SYK/ICAM1/FCER1G/TNFRSF10B/PLCG2/MAPK1/PPP3CC/IFNAR2/CD48/NCR1/LCK/PRF1/SHC1/HLA-G/TNFRSF10A/PRKCA/PIK3R2/SYK/BID"
"hsa04072","hsa04072","Phospholipase D signaling pathway",144,0.525487168743986,2.12018794094529,0.00227272727272727,0.00432962909510752,0.00109380103455348,7184,"tags=22%, list=17%, signal=19%","SHC4/SHC4/EGFR/PTGFR/EGFR/GNAS/RRAS2/SPHK1/LPAR3/DNM2/KIT/ADCY3/RRAS2/MRAS/EGFR/DGKZ/RALGDS/PLA2G4A/PRKCA/PIK3CD/GNAS/RALGDS/GNAS/GNAS/PIP5K1A/PDGFRA/AGPAT1/RHEB/PLD1/MAP2K2/MAPK1/AKT3/DNM2/FYN/RALA/MAPK1/DGKH/SOS1/GNAS/CXCL8/GNAS/AGPAT1/AGPAT5/PLCB3/GNAS/MRAS/GNAS/CYTH1/GNAS/GNA12/DGKZ/RHEB/PTPN11/NRAS/PTK2B/FYN/PLCB4/AGPAT5/RAF1/AKT2/PLD1/RRAS2/AGPAT3/PLPP2/PLCB2/CYTH3/PDGFA/HRAS/LPAR2/PLD1/DNM1/SHC3/AKT2/DGKH/SOS1/GRM5/RHEB/SOS1/GRM5/PIK3CA/CYTH2/DGKH/MAPK1/AGPAT4"
"hsa05226","hsa05226","Gastric cancer",144,0.562522111682847,2.26961316782619,0.00227272727272727,0.00432962909510752,0.00109380103455348,9411,"tags=26%, list=22%, signal=20%","SHC4/SHC4/FZD9/EGFR/TCF7L1/E2F3/TCF7L2/EGFR/MYC/CCNE1/FZD7/E2F1/E2F3/CDK2/BAK1/CCNE2/WNT5B/FGF9/FZD7/EGFR/MET/FRAT2/WNT11/PIK3CD/RXRB/TGFB2/E2F1/DVL3/LRP6/MAP2K2/FGFR2/MAPK1/AKT3/TP53/MET/MAPK1/CDK2/SOS1/TCF7L2/TP53/HGF/TCF7L2/FGFR2/NRAS/TCF7/E2F2/TCF7L2/WNT10A/TCF7L2/RPS6KB2/LRP6/DVL2/RAF1/AKT2/RARB/CDKN2B/AXIN1/GSK3B/HRAS/TCF7/FZD5/TGFB2/SHC3/DVL2/AKT2/MET/SOS1/WNT6/CCNE2/SOS1/PIK3CA/MAPK1/AXIN2/SMAD4/WNT10B/DVL1/FZD1/LRP5/FZD2/FGF18/FGF21/FZD6/FGF18/MAPK1/E2F2/EGFR/AKT2/SMAD2/TGFB2/FGF8/TGFBR2/FZD5/SHC1/EGFR/APC/FGF22/AKT2/PIK3R2"
"hsa04310","hsa04310","Wnt signaling pathway",153,0.50522452009525,2.06132300269647,0.00227790432801822,0.00432962909510752,0.00109380103455348,8323,"tags=23%, list=20%, signal=18%","MMP7/VANGL2/FZD9/SFRP1/DKK1/SFRP1/TCF7L1/TCF7L2/MYC/FZD7/ROR1/WNT5B/SFRP1/TBL1X/LGR6/PRICKLE1/FZD7/CSNK2B/FRAT2/LGR5/WNT11/PRKCA/PRICKLE1/DVL3/LRP6/RAC1/TP53/VANGL1/RUVBL1/CACYBP/RAC1/PPARD/TCF7L2/PLCB3/FOSL1/TP53/NFATC1/TCF7L2/VANGL1/CACYBP/CACYBP/TCF7/TCF7L2/ROR1/WNT10A/CSNK2A2/TCF7L2/MAP3K7/LRP6/PLCB4/TBL1XR1/DVL2/NFATC3/AXIN1/BAMBI/SENP2/GSK3B/PLCB2/CSNK1E/ROR1/TCF7/DAAM2/FZD5/PPARD/DVL2/MAPK8/CSNK2A1/DKK2/WNT6/CTBP1/CCND3/PRICKLE1/CSNK2A2/PRICKLE1/VANGL1/AXIN2/SMAD4/WNT10B/DVL1/SIAH1/CCND3/CCND2/FZD1/LRP5/FZD2/MAP3K7/CUL1/PLCB2/FZD6/CTNNBIP1"
"hsa04611","hsa04611","Platelet activation",119,0.483302373115983,1.88958845025165,0.00227790432801822,0.00432962909510752,0.00109380103455348,6264,"tags=16%, list=15%, signal=13%","PLCB1/MYLK/PRKG1/COL3A1/TLN2/PIK3CA/ITGA2/LCP2/ARHGEF12/ARHGEF12/TBXAS1/SNAP23/RAP1A/VWF/GNAQ/PRKACB/PIK3R5/GNA13/COL3A1/PRKACB/ITPR1/LCP2/ADCY9/PLA2G4C/PIK3CG/ITPR2/ITGA2/ARHGAP35/PIK3CA/GUCY1A2/GNAQ/PRKACB/PIK3R5/GNAI3/ARHGEF12/FGG/PIK3R1/PIK3R1/GUCY1A2/SNAP23/PRKG1/GUCY1A2/GNAQ/F2R/ARHGEF12/ARHGAP35/FGB/ADCY1/ITPR1/ITPR1/P2RY12/ITPR1/GUCY1A2"
"hsa04217","hsa04217","Necroptosis",142,0.466468600203084,1.87770275878247,0.00228310502283105,0.00432962909510752,0.00109380103455348,10377,"tags=30%, list=25%, signal=23%","H2AFX/H2AFY2/CFLAR/HMGB1/TRAF2/PLA2G4A/PYGB/TNFAIP3/TYK2/H2AFV/IFNG/STAT1/STAT3/STAT1/MLKL/H2AFZ/FAF1/VDAC2/TNFRSF10A/CFLAR/HSP90AB1/USP21/DNM1L/FTL/SQSTM1/PARP1/CAPN1/TNFAIP3/BIRC3/PPIA/CHMP4C/CFLAR/H2AFZ/PPIA/PPIA/CYBB/PPIA/JAK3/PPIA/STAT3/PPIA/CFLAR/CHMP1A/FAF1/IFNA10/IFNAR2/HMGB1/H2AFY/TNFRSF1A/PGAM5/USP21/BIRC3/CAPN1/IFNGR1/USP21/BID/IFNAR2/STAT1/FASLG/H2AFY/STAT1/H2AFX/SLC25A5/STAT1/MAPK8/TRADD/HIST3H2A/FTL/TNF/HIST1H2AE/HSP90AA1/STAT5B/CFLAR/SHARPIN/TNFRSF10B/CHMP1B/JAK2/IL1A/CYLD/H2AFX/PARP2/VDAC1/IFNAR2/STAT2/HIST1H2AB/CAMK2A/HMGB1/SLC25A6/CHMP4B/TNFRSF10A/EIF2AK2/PPIA/TRPM7/PARP2/BID/CAPN2/PARP2/VPS4A/JAK1/VDAC3/VDAC3/CFLAR/CAMK2D/VDAC1"
